1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,,25,,26,,27,,28,,29,,30,,31,,32,,33,,34,,35,,36,,37,,38,,39,,40,,41,,42,,43,,44,,45,,46,,47,,48,,49,,50,,51,,52,,53,,54,,55,,56,,57,,58,,59,,60,,61,,62,,63,,64,,65,,66,,67,,68,,69,,
361.825256347656,-258.1591796875,344.607421875,-349.870056152344,361.541381835938,-327.901000976563,377.1552734375,-395.082885742188,379.311126708984,-364.710998535156,329.762573242188,-353.3662109375,363.044158935547,-232.121994018555,305.492523193359,-228.78645324707,311.277160644531,-326.445495605469,350.280090332031,-213.626556396484,444.043670654297,-258.287445068359,277.749389648438,-213.840255737305,348.753021240234,-314.561798095703,348.548370361328,-327.207061767578,360.059600830078,-244.381637573242,382.676849365234,-331.148406982422,332.298187255859,-244.226821899414,299.933990478516,-324.105499267578,385.337524414063,-154.541763305664,333.544799804688,-354.704345703125,366.864593505859,-299.802581787109,285.089263916016,-340.109375,356.996032714844,-319.762786865234,389.520294189453,-219.685852050781,390.967315673828,-363.323791503906,334.203887939453,-352.548370361328,373.321990966797,-311.616729736328,365.931549072266,-210.91569519043,348.003265380859,-335.584197998047,347.228057861328,-343.733337402344,428.453338623047,-240.838455200195,359.206909179688,-359.712738037109,398.925506591797,-134.617752075195,325.064117431641,-339.761108398438,388.742889404297,-167.692016601563,402.960632324219,-214.219329833984,412.997955322266,-241.058242797852,330.742828369141,-322.642822265625,389.878021240234,-357.173095703125,361.236480712891,-201.485824584961,426.514831542969,-252.135955810547,346.727478027344,-254.054672241211,388.734436035156,-187.283050537109,308.821899414063,-342.550628662109,417.485260009766,-226.125701904297,484.049285888672,-200.300048828125,326.318206787109,-357.614959716797,400.383514404297,-342.201080322266,339.111755371094,-350.013122558594,386.293243408203,-218.063568115234,349.259124755859,-357.665313720703,424.350738525391,-230.506225585938,431.014862060547,-191.566741943359,461.175140380859,-268.343048095703,326.038146972656,-327.453521728516,318.563903808594,-337.407012939453,456.318115234375,-216.032012939453,328.163055419922,-206.163208007813,400.620422363281,-326.453887939453,382.354309082031,-330.694458007813,396.6826171875,-369.769073486328,378.750793457031,-395.465881347656,333.592010498047,-281.031158447266,405.964599609375,-180.378952026367,310.075653076172,-234.253753662109,325.235260009766,-330.563598632813,325.142761230469,-303.444671630859,319.614532470703,-283.01171875,365.79150390625,-243.303817749023,
360.855590820313,-259.446441650391,344.010955810547,-351.267730712891,363.010162353516,-328.505279541016,378.68701171875,-395.352111816406,380.642517089844,-365.559448242188,330.988586425781,-354.347839355469,361.479064941406,-232.096328735352,303.935150146484,-228.395446777344,310.287109375,-327.586791992188,349.050537109375,-212.749923706055,442.555053710938,-258.044219970703,277.519287109375,-215.318496704102,347.805267333984,-315.814727783203,350.112274169922,-326.95751953125,358.534790039063,-244.076278686523,382.497161865234,-332.721801757813,332.823577880859,-245.714080810547,300.9326171875,-325.275543212891,383.780242919922,-154.763031005859,334.312805175781,-356.062408447266,368.361785888672,-300.212921142578,286.180419921875,-341.180755615234,356.953216552734,-321.30029296875,390.448852539063,-220.857208251953,391.436187744141,-364.769592285156,335.192687988281,-351.389251708984,374.787567138672,-312.190277099609,364.662689208984,-210.044677734375,348.394500732422,-334.071228027344,348.667175292969,-344.303039550781,428.134460449219,-239.365905761719,360.676208496094,-360.225921630859,397.593322753906,-133.769485473633,325.104217529297,-341.308013916016,387.254211425781,-167.558746337891,401.530609130859,-214.787124633789,412.851196289063,-242.601638793945,331.810180664063,-323.779418945313,390.3876953125,-358.662689208984,359.696838378906,-201.751113891602,427.214752197266,-250.722457885742,346.677703857422,-252.504837036133,387.411071777344,-188.180801391602,310.065887451172,-343.431091308594,417.833709716797,-224.618011474609,482.818450927734,-199.380142211914,327.774017333984,-357.113677978516,400.087249755859,-340.724853515625,338.188934326172,-351.228057861328,384.720031738281,-218.093612670898,350.777374267578,-358.117156982422,422.798370361328,-230.73127746582,429.726348876953,-192.467849731445,460.035552978516,-269.470520019531,326.807922363281,-326.128112792969,318.273651123047,-338.987701416016,454.735229492188,-216.177215576172,328.959381103516,-207.514724731445,402.057342529297,-326.110595703125,383.939025878906,-330.5478515625,397.727233886719,-368.507171630859,380.275482177734,-395.258911132813,331.974822998047,-281.062957763672,404.408752441406,-180.228012084961,309.054290771484,-235.478240966797,326.760559082031,-330.932250976563,326.528167724609,-304.070831298828,318.116485595703,-282.559753417969,365.845428466797,-241.710800170898,
359.850646972656,-260.706298828125,343.224700927734,-352.568115234375,364.455627441406,-329.163360595703,380.228759765625,-395.556182861328,382.102752685547,-366.15966796875,332.450622558594,-354.921844482422,359.913970947266,-232.071090698242,302.336669921875,-228.243392944336,309.258453369141,-328.693603515625,347.994293212891,-211.670669555664,441.057373046875,-257.865631103516,277.584777832031,-216.813095092773,346.840087890625,-317.054229736328,351.6845703125,-326.767852783203,357.007049560547,-243.785995483398,382.432220458984,-334.303985595703,333.341369628906,-247.204010009766,301.912689208984,-326.461151123047,382.246673583984,-155.112533569336,335.131072998047,-357.390747070313,369.855346679688,-300.63623046875,287.401031494141,-342.101989746094,356.702545166016,-322.81787109375,391.206878662109,-222.1455078125,391.770599365234,-366.252288818359,336.163818359375,-350.21533203125,376.1923828125,-312.899780273438,363.404388427734,-209.158462524414,348.821990966797,-332.568084716797,350.106109619141,-344.873291015625,427.659332275391,-237.936111450195,362.196380615234,-360.558990478516,396.091156005859,-133.28205871582,325.189025878906,-342.853118896484,385.765838623047,-167.421829223633,400.112426757813,-215.383865356445,412.674652099609,-244.141906738281,332.878631591797,-324.915008544922,390.657775878906,-360.213745117188,358.156616210938,-202.012817382813,427.93798828125,-249.320739746094,346.522918701172,-250.961883544922,386.136505126953,-189.146591186523,311.423706054688,-344.123260498047,418.205322265625,-223.115859985352,481.55419921875,-198.506790161133,329.128540039063,-356.381744384766,399.718353271484,-339.265075683594,337.567565917969,-352.621429443359,383.146881103516,-218.127166748047,352.360961914063,-358.086120605469,421.245178222656,-230.950561523438,428.392578125,-193.30046081543,458.754821777344,-270.434692382813,327.321441650391,-324.683929443359,317.708557128906,-340.492248535156,453.166931152344,-216.436172485352,329.656494140625,-208.920013427734,403.534698486328,-326.108093261719,385.519744873047,-330.362579345703,398.780517578125,-367.252532958984,381.810394287109,-395.366088867188,330.386322021484,-280.758758544922,402.849182128906,-180.122268676758,308.071746826172,-236.734100341797,328.285736083984,-331.301300048828,327.920928955078,-304.680389404297,316.586578369141,-282.231597900391,366.030395507813,-240.127670288086,
358.852020263672,-261.971160888672,342.255737304688,-353.738739013672,365.867706298828,-329.890411376953,381.774871826172,-395.724060058594,383.636535644531,-366.534088134766,334.010955810547,-355.103088378906,358.349029541016,-232.038223266602,300.733642578125,-228.336288452148,308.286712646484,-329.850708007813,347.066680908203,-210.479080200195,439.556427001953,-257.716522216797,277.946746826172,-218.264694213867,345.917755126953,-318.325897216797,353.267639160156,-326.723236083984,355.482238769531,-243.480484008789,382.646820068359,-335.872711181641,333.859985351563,-248.693664550781,302.895202636719,-327.644744873047,380.774139404297,-155.665252685547,335.969635009766,-358.706390380859,371.346801757813,-301.066864013672,288.73486328125,-342.849853515625,356.327880859375,-324.309661865234,391.742492675781,-223.540969848633,391.978088378906,-367.758026123047,337.133422851563,-349.040130615234,377.535369873047,-313.720367431641,362.168640136719,-208.24104309082,349.357482910156,-331.099914550781,351.542633056641,-345.449554443359,427.099945068359,-236.537155151367,363.751556396484,-360.615997314453,394.513275146484,-133.215255737305,325.321807861328,-344.394866943359,384.276306152344,-167.29801940918,398.708038330078,-216.012359619141,412.456085205078,-245.676773071289,333.930786132813,-326.065704345703,390.722595214844,-361.786804199219,356.617248535156,-202.279693603516,428.658386230469,-247.917556762695,346.279052734375,-249.430465698242,384.922760009766,-190.187759399414,312.870208740234,-344.603240966797,418.591674804688,-221.617431640625,480.257537841797,-197.682281494141,330.326049804688,-355.414031982422,399.2744140625,-337.826354980469,337.293914794922,-354.122344970703,381.573394775391,-218.122573852539,353.836212158203,-357.509765625,419.691619873047,-231.167343139648,426.998687744141,-194.0283203125,457.363616943359,-271.231231689453,327.686706542969,-323.195373535156,316.919647216797,-341.892486572266,451.605743408203,-216.734878540039,330.168273925781,-210.40283203125,404.966705322266,-326.471313476563,387.099151611328,-330.166320800781,399.867279052734,-366.026763916016,383.274078369141,-395.84033203125,328.920471191406,-280.075256347656,401.287017822266,-180.066116333008,307.135223388672,-238.024642944336,329.809631347656,-331.675628662109,329.319763183594,-305.276000976563,315.030700683594,-282.065338134766,366.393402099609,-238.57568359375,
357.882843017578,-263.258728027344,341.123291015625,-354.752044677734,367.221649169922,-330.720672607422,383.324432373047,-395.856567382813,385.201690673828,-366.741516113281,335.578735351563,-355.003509521484,356.784393310547,-231.992721557617,299.159881591797,-228.655197143555,307.503784179688,-331.142883300781,346.198577880859,-209.24348449707,438.052612304688,-257.60009765625,278.564147949219,-219.627471923828,345.076446533203,-319.652587890625,354.838287353516,-326.925720214844,353.973541259766,-243.103302001953,383.253601074219,-337.335113525391,334.391235351563,-250.178833007813,303.902893066406,-328.806976318359,379.424041748047,-156.472091674805,336.825927734375,-360.010589599609,372.837738037109,-301.499359130859,290.157928466797,-343.409698486328,355.899658203125,-325.786926269531,392.019439697266,-225.009811401367,392.081115722656,-369.274475097656,338.113922119141,-347.873992919922,378.809631347656,-314.644012451172,360.960357666016,-207.287750244141,350.091339111328,-329.720245361328,352.9765625,-346.032196044922,426.506378173828,-235.152374267578,365.282287597656,-360.335571289063,392.971496582031,-133.557601928711,325.493103027344,-345.932769775391,382.783813476563,-167.217819213867,397.314636230469,-216.664932250977,412.201843261719,-247.206146240234,334.958770751953,-327.238067626953,390.61669921875,-363.357604980469,355.0810546875,-202.564147949219,429.349609375,-246.499801635742,345.990173339844,-247.906921386719,383.778533935547,-191.304901123047,314.376037597656,-344.837860107422,418.975646972656,-220.118408203125,478.93359375,-196.902313232422,331.318145751953,-354.236633300781,398.756225585938,-336.412658691406,337.364532470703,-355.646423339844,380.001647949219,-218.04817199707,355.040374755859,-356.480499267578,418.138427734375,-231.386627197266,425.56982421875,-194.684814453125,455.896331787109,-271.877044677734,328.007873535156,-321.696716308594,315.962951660156,-343.183929443359,450.042633056641,-217.023254394531,330.393798828125,-211.955093383789,406.271881103516,-327.16357421875,388.683319091797,-330.013702392578,400.995697021484,-364.839202880859,384.573547363281,-396.664276123047,327.678070068359,-279.039703369141,399.723937988281,-180.051681518555,306.264556884766,-239.360534667969,331.331939697266,-332.056335449219,330.7216796875,-305.864288330078,313.466278076172,-282.095062255859,366.954833984375,-237.083953857422,
356.936187744141,-264.56298828125,339.85546875,-355.58984375,368.473541259766,-331.698028564453,384.877502441406,-395.937622070313,386.776733398438,-366.850799560547,337.132843017578,-354.775268554688,355.219787597656,-231.945510864258,297.636322021484,-229.162353515625,307.063659667969,-332.588043212891,345.323455810547,-208.012878417969,436.545135498047,-257.549652099609,279.3701171875,-220.887969970703,344.33203125,-321.036010742188,356.327667236328,-327.463684082031,352.509826660156,-242.578002929688,384.264923095703,-338.553344726563,334.945343017578,-251.655639648438,304.950866699219,-329.932983398438,378.268371582031,-157.538909912109,337.709686279297,-361.296295166016,374.327087402344,-301.937255859375,291.641357421875,-343.781158447266,355.459747314453,-327.260772705078,392.033081054688,-226.504501342773,392.115295410156,-370.794036865234,339.108978271484,-346.720306396484,379.993194580078,-315.681335449219,359.776550292969,-206.304244995117,351.087951660156,-328.516723632813,354.408721923828,-346.619201660156,425.899932861328,-233.773178100586,366.707946777344,-359.711578369141,391.541625976563,-134.228546142578,325.682342529297,-347.468597412109,381.289154052734,-167.220123291016,395.926910400391,-217.329437255859,411.931091308594,-248.732666015625,335.967864990234,-328.426727294922,390.367462158203,-364.912109375,353.549560546875,-202.873062133789,429.995147705078,-245.060668945313,345.698547363281,-246.383911132813,382.707641601563,-192.492523193359,315.8994140625,-344.794128417969,419.334075927734,-218.613052368164,477.592468261719,-196.152297973633,332.083465576172,-352.900634765625,398.168914794922,-335.026275634766,337.729797363281,-357.127807617188,378.435974121094,-217.891464233398,355.960845947266,-355.190551757813,416.586029052734,-231.611557006836,424.136199951172,-195.330764770508,454.378570556641,-272.393188476563,328.349578857422,-320.20263671875,314.875793457031,-344.367645263672,448.473693847656,-217.277954101563,330.251068115234,-213.51708984375,407.412078857422,-328.103240966797,390.273895263672,-329.960357666016,402.156097412109,-363.682891845703,385.653656005859,-397.760223388672,326.711730957031,-277.742584228516,398.160797119141,-180.060012817383,305.498413085938,-240.758972167969,332.853302001953,-332.44091796875,332.122985839844,-306.453979492188,311.921600341797,-282.344512939453,367.699462890625,-235.674682617188,
355.973388671875,-265.855377197266,338.484558105469,-356.245544433594,369.558074951172,-332.858276367188,386.432647705078,-395.949798583984,388.354278564453,-366.913299560547,338.687561035156,-354.551605224609,353.654602050781,-231.924774169922,296.169799804688,-229.816345214844,307.089935302734,-334.098449707031,344.389404296875,-206.826385498047,435.037902832031,-257.606231689453,280.296081542969,-222.063110351563,343.685577392578,-322.467803955078,357.625030517578,-328.371673583984,351.148254394531,-241.826751708984,385.592071533203,-339.416961669922,335.524383544922,-253.122848510742,306.042694091797,-331.016571044922,377.360992431641,-158.823623657227,338.630279541016,-362.555908203125,375.809906005859,-302.396759033203,293.157318115234,-343.982055664063,355.019012451172,-328.734375,391.81396484375,-227.983139038086,392.126525878906,-372.313934326172,340.113739013672,-345.575012207031,381.046600341797,-316.8505859375,358.608581542969,-205.301956176758,352.345550537109,-327.58935546875,355.83935546875,-347.209930419922,425.279083251953,-232.400390625,367.962646484375,-358.790832519531,390.231353759766,-135.110565185547,325.871185302734,-349.004455566406,379.799957275391,-167.347549438477,394.541015625,-217.997741699219,411.664489746094,-250.25993347168,336.969635009766,-329.621551513672,390.001281738281,-366.443298339844,352.02294921875,-203.205123901367,430.590759277344,-243.600143432617,345.424652099609,-244.857604980469,381.707427978516,-193.740234375,317.385864257813,-344.457885742188,419.640777587891,-217.096328735352,476.245727539063,-195.412414550781,332.636840820313,-351.463775634766,397.521850585938,-333.666748046875,338.315826416016,-358.536529541016,376.87890625,-217.664627075195,356.762145996094,-353.823608398438,415.034393310547,-231.841674804688,422.716674804688,-196.007110595703,452.824859619141,-272.788055419922,328.731597900391,-318.718322753906,313.669891357422,-345.430114746094,446.899475097656,-217.498031616211,329.715850830078,-214.991485595703,408.405731201172,-329.196685791016,391.863555908203,-330.036743164063,403.331115722656,-362.541473388672,386.524749755859,-399.028717041016,325.995300292969,-276.292297363281,396.59765625,-180.071517944336,304.891265869141,-242.233367919922,334.37451171875,-332.826049804688,333.520324707031,-307.053009033203,310.431091308594,-282.820617675781,368.58447265625,-234.348999023438,
354.93896484375,-267.091125488281,337.041687011719,-356.722412109375,370.395294189453,-334.207824707031,387.986480712891,-395.884826660156,389.932647705078,-366.950378417969,340.252288818359,-354.414154052734,352.089904785156,-231.967742919922,294.761444091797,-230.587646484375,307.608428955078,-335.517395019531,343.36083984375,-205.720779418945,433.541625976563,-257.796173095703,281.289001464844,-223.182205200195,343.134857177734,-323.939086914063,358.616180419922,-329.606689453125,349.980560302734,-240.799865722656,387.099182128906,-339.902954101563,336.117431640625,-254.584457397461,307.172027587891,-332.061004638672,376.710784912109,-160.255828857422,339.593200683594,-363.783477783203,377.277282714844,-302.903472900391,294.685241699219,-344.045166015625,354.566284179688,-330.204315185547,391.415618896484,-229.423873901367,392.164978027344,-373.833404541016,341.119079589844,-344.430236816406,381.920318603516,-318.159515380859,357.4462890625,-204.293106079102,353.793151855469,-327.000885009766,357.267486572266,-347.806701660156,424.633850097656,-231.038909912109,369.021240234375,-357.650024414063,388.988586425781,-136.085296630859,326.064636230469,-350.539794921875,378.334655761719,-167.642227172852,393.157287597656,-218.670547485352,411.413299560547,-251.789794921875,337.969757080078,-330.817749023438,389.556579589844,-367.953582763672,350.500640869141,-203.556381225586,431.141937255859,-242.122283935547,345.161743164063,-243.329345703125,380.767425537109,-195.033950805664,318.782379150391,-343.847686767578,419.869262695313,-215.565856933594,474.902038574219,-194.6669921875,333.020416259766,-349.972625732422,396.82666015625,-332.331176757813,339.049713134766,-359.874176025391,375.326690673828,-217.406616210938,357.666534423828,-352.523223876953,413.483001708984,-232.073364257813,421.313720703125,-196.717239379883,451.243560791016,-273.051666259766,329.143920898438,-317.242156982422,312.343688964844,-346.337890625,445.322357177734,-217.696014404297,328.837249755859,-216.290939331055,409.310668945313,-330.364593505859,393.442321777344,-330.238128662109,404.505981445313,-361.399871826172,387.250152587891,-400.385772705078,325.441528320313,-274.772491455078,395.034515380859,-180.078201293945,304.498901367188,-243.778823852539,335.896057128906,-333.209716796875,334.911743164063,-307.665679931641,309.026306152344,-283.509765625,369.556976318359,-233.086135864258,
353.787475585938,-268.218566894531,335.552978515625,-357.027404785156,370.911041259766,-335.709869384766,389.535308837891,-395.744018554688,391.511444091797,-366.957916259766,341.822814941406,-354.38623046875,350.530853271484,-232.107513427734,293.417022705078,-231.465698242188,308.527740478516,-336.716430664063,342.217956542969,-204.733856201172,432.068420410156,-258.119750976563,282.316375732422,-224.269760131836,342.683013916016,-325.443664550781,359.236297607422,-331.063842773438,349.118804931641,-239.505523681641,388.672760009766,-340.08056640625,336.701873779297,-256.049530029297,308.326782226563,-333.077239990234,376.275573730469,-161.767349243164,340.605285644531,-364.970825195313,378.716888427734,-303.484405517578,296.214019775391,-344.006896972656,354.083343505859,-331.664642333984,390.895294189453,-230.825180053711,392.274688720703,-375.349365234375,342.117309570313,-343.279266357422,382.572723388672,-319.591705322266,356.281433105469,-203.287216186523,355.332611083984,-326.732025146484,358.691131591797,-348.4140625,423.960510253906,-229.691101074219,369.902984619141,-356.367584228516,387.739807128906,-137.052291870117,326.308410644531,-352.067962646484,376.925506591797,-168.140502929688,391.779327392578,-219.355041503906,411.173736572266,-253.321533203125,338.962951660156,-332.019714355469,389.093963623047,-369.458465576172,348.983825683594,-203.930770874023,431.659912109375,-240.632461547852,344.882659912109,-241.803970336914,379.869903564453,-196.357467651367,320.056488037109,-343.011352539063,419.993408203125,-214.023406982422,473.564422607422,-193.910690307617,333.285034179688,-348.455841064453,396.092956542969,-331.016387939453,339.875366210938,-361.157165527344,373.769348144531,-217.181427001953,358.806335449219,-351.423248291016,411.930969238281,-232.300720214844,419.917663574219,-197.440826416016,449.644317626953,-273.162475585938,329.567108154297,-315.76904296875,310.903472900391,-347.051025390625,443.744537353516,-217.888381958008,327.713745117188,-217.3857421875,410.193115234375,-331.549530029297,395.005615234375,-330.536529541016,405.673126220703,-360.250366210938,387.907287597656,-401.777130126953,324.950378417969,-273.231384277344,393.471374511719,-180.089294433594,304.356079101563,-245.366912841797,337.418060302734,-333.591766357422,336.297302246094,-308.29150390625,307.725830078125,-284.3798828125,370.570190429688,-231.855682373047,
352.504547119141,-269.193817138672,334.039489746094,-357.163848876953,371.066864013672,-337.290344238281,391.075836181641,-395.530822753906,393.089813232422,-366.920471191406,343.392456054688,-354.445556640625,348.985992431641,-232.359512329102,292.151397705078,-232.453918457031,309.694427490234,-337.676788330078,340.95703125,-203.903030395508,430.62451171875,-258.555908203125,283.362762451172,-225.339050292969,342.339721679688,-326.976684570313,359.500518798828,-332.625335693359,348.658050537109,-238.020385742188,390.256225585938,-340.068237304688,337.250915527344,-257.528198242188,309.492858886719,-334.080474853516,375.981781005859,-163.312576293945,341.681427001953,-366.100433349609,380.114349365234,-304.160369873047,297.739013671875,-343.893432617188,353.557922363281,-333.110198974609,390.298248291016,-232.195541381836,392.484191894531,-376.854797363281,343.104797363281,-342.119049072266,382.989532470703,-321.109283447266,355.109313964844,-202.289779663086,356.894592285156,-326.679626464844,360.108154296875,-349.036651611328,423.269683837891,-228.352157592773,370.657836914063,-355.006591796875,386.428802490234,-137.932998657227,326.688415527344,-353.568054199219,375.618530273438,-168.865570068359,390.410705566406,-220.058074951172,410.928070068359,-254.852310180664,339.943511962891,-333.231994628906,388.695190429688,-370.981536865234,347.479156494141,-204.351257324219,432.157989501953,-239.135879516602,344.551849365234,-240.288986206055,378.993499755859,-197.695083618164,321.202697753906,-342.006866455078,419.986511230469,-212.475982666016,472.230865478516,-193.14729309082,333.475341796875,-346.927947998047,395.324066162109,-329.721832275391,340.757110595703,-362.402313232422,372.199768066406,-217.070373535156,360.177703857422,-350.630157470703,410.377258300781,-232.516387939453,418.517974853516,-198.157333374023,448.042419433594,-273.100402832031,329.9853515625,-314.294555664063,309.375274658203,-347.548492431641,442.167694091797,-218.088394165039,326.449035644531,-218.313827514648,411.103302001953,-332.713287353516,396.553314208984,-330.907440185547,406.830810546875,-359.091369628906,388.551239013672,-403.174621582031,324.449401855469,-271.693450927734,391.90869140625,-180.126770019531,304.459350585938,-246.958114624023,338.940307617188,-333.972686767578,337.679321289063,-308.925140380859,306.529876708984,-285.388916015625,371.592590332031,-230.632888793945,
