32,
2867.65,-638.341
2872.48,-635.971
2877.06,-633.139
2881.22,-629.732
2884.79,-625.712
2887.63,-621.143
2889.69,-616.176
2891.09,-610.982
2892.05,-605.69
2892.86,-600.372
2893.75,-595.067
2894.86,-589.803
2896.18,-584.589
2897.65,-579.416
2899.16,-574.251
2900.58,-569.065
2901.88,-563.845
2903.05,-558.594
2904.15,-553.329
2905.28,-548.07
2906.48,-542.829
2907.74,-537.599
2908.89,-532.344
2909.65,-527.019
2909.67,-521.64
2908.65,-516.361
2906.44,-511.454
2903.17,-507.186
2899.1,-503.663
2894.57,-500.777
2889.79,-498.298
2884.92,-496.012
2880.01,-493.817
2875.06,-491.723
2870.04,-489.796
2864.94,-488.083
2859.77,-486.574
2854.57,-485.199
2849.36,-483.872
2844.15,-482.532
2838.95,-481.166
2833.75,-479.8
2828.54,-478.468
2823.31,-477.196
2818.07,-475.99
2812.81,-474.854
2807.54,-473.797
2802.24,-472.839
2796.93,-471.997
2791.6,-471.272
2786.26,-470.63
2780.92,-470.012
2775.58,-469.348
2770.25,-468.585
2764.95,-467.701
2759.66,-466.71
2754.39,-465.659
2749.11,-464.611
2743.82,-463.64
2738.5,-462.817
2733.16,-462.197
2727.8,-461.809
2722.42,-461.641
2717.04,-461.635
2711.66,-461.697
2706.28,-461.714
2700.91,-461.583
2695.54,-461.234
2690.19,-460.631
2684.88,-459.775
2679.62,-458.679
2674.4,-457.359
2669.25,-455.815
2664.18,-454.036
2659.2,-451.999
2654.34,-449.688
2649.63,-447.088
2645.1,-444.197
2640.76,-441.016
2636.64,-437.554
2632.76,-433.824
2629.13,-429.856
2625.73,-425.693
2622.5,-421.388
2619.42,-416.98
2616.49,-412.468
2613.84,-407.791
2611.7,-402.852
2610.47,-397.616
2610.55,-392.238
2612.2,-387.118
2615.36,-382.769
2619.68,-379.553
2624.64,-377.478
2629.87,-376.216
2635.17,-375.301
2640.46,-374.359
2645.72,-373.205
2650.92,-371.826
2656.07,-370.269
2661.16,-368.533
2666.14,-366.516
2670.91,-364.031
2675.29,-360.9
2679.03,-357.036
2681.92,-352.5
2683.81,-347.464
2684.67,-342.154
2684.55,-336.777
2683.59,-331.484
2681.96,-326.36
2679.82,-321.424
2677.34,-316.649
2674.64,-311.997
2671.78,-307.445
2668.73,-303.014
2665.42,-298.771
2661.78,-294.817
2657.74,-291.262
2653.34,-288.172
2648.65,-285.536
2643.78,-283.25
2638.82,-281.159
2633.85,-279.12
2628.88,-277.064
2623.9,-275.016
2618.88,-273.088
2613.76,-271.435
2608.52,-270.214
2603.19,-269.541
2597.81,-269.488
2592.46,-270.102
2587.25,-271.434
2582.31,-273.558
2577.83,-276.54
2574.06,-280.373
2571.21,-284.93
2569.36,-289.983
2568.44,-295.283
2568.22,-300.658
2568.43,-306.033
2568.85,-311.395
2569.37,-316.749
2569.95,-322.096
2570.54,-327.442
2571,-332.802
2571.03,-338.181
2570.26,-343.503
2568.32,-348.523
2565.09,-352.823
2560.72,-355.96
2555.63,-357.68
2550.26,-358.033
2544.93,-357.323
2539.73,-355.943
2534.63,-354.233
2529.56,-352.422
2524.5,-350.62
2519.41,-348.859
2514.33,-347.115
2509.25,-345.337
2504.21,-343.448
2499.25,-341.366
2494.41,-339.022
2489.72,-336.385
2485.2,-333.472
2480.83,-330.337
2476.58,-327.044
2472.41,-323.65
2468.27,-320.208
2464.12,-316.789
2459.85,-313.513
2455.34,-310.581
2450.48,-308.274
2445.28,-306.925
2439.9,-306.812
2434.67,-308.052
2429.89,-310.528
2425.74,-313.943
2422.13,-317.939
2418.86,-322.206
2415.65,-326.523
2412.32,-330.747
2408.79,-334.803
2405.05,-338.671
2401.15,-342.371
2397.12,-345.941
2393.03,-349.429
2388.91,-352.888
2384.82,-356.381
2380.81,-359.968
2376.92,-363.678
2373.12,-367.493
2369.37,-371.344
2365.55,-375.128
2361.56,-378.736
2357.36,-382.098
2352.98,-385.22
2348.5,-388.203
2344.04,-391.207
2339.7,-394.389
2335.58,-397.845
2331.71,-401.584
2328.09,-405.556
2324.64,-409.684
2321.31,-413.907
2318.05,-418.188
2314.86,-422.516
2311.72,-426.888
2308.64,-431.297
2305.59,-435.728
2302.56,-440.171
2299.56,-444.638
2296.67,-449.175
2294.03,-453.858
2291.81,-458.757
2290.2,-463.891
2289.38,-469.206
2289.42,-474.585
2290.34,-479.884
2292.11,-484.966
2294.63,-489.714
2297.84,-494.031
2301.65,-497.834
2305.94,-501.067
2310.63,-503.707
2315.6,-505.774
2320.74,-507.335
2326,-508.484
2331.31,-509.341
2336.64,-510.037
2341.98,-510.719
2347.29,-511.554
2352.54,-512.72
2357.65,-514.395
2362.5,-516.728
2366.91,-519.809
2370.69,-523.64
2373.65,-528.131
2375.66,-533.118
2376.69,-538.398
2376.76,-543.776
2375.98,-549.099
2374.51,-554.274
2372.54,-559.279
2370.24,-564.139
2367.75,-568.91
2365.2,-573.642
2362.64,-578.374
2360.11,-583.12
2357.59,-587.873
2355.04,-592.611
2352.4,-597.294
2349.56,-601.866
2346.46,-606.259
2343.03,-610.404
2339.28,-614.256
2335.24,-617.811
2331,-621.12
2326.63,-624.264
2322.2,-627.31
2317.7,-630.26
2313.09,-633.025
2308.27,-635.416
2303.19,-637.168
2297.87,-637.986
2292.5,-637.641
2287.36,-636.051
2282.72,-633.334
2278.7,-629.759
2275.24,-625.646
2272.11,-621.27
2269.08,-616.824
2266.01,-612.408
2262.87,-608.04
2259.73,-603.67
2256.68,-599.242
2253.71,-594.755
2250.71,-590.291
2247.44,-586.024
2243.65,-582.208
2239.23,-579.143
2234.26,-577.087
2228.96,-576.163
2223.58,-576.329
2218.32,-577.439
2213.28,-579.324
2208.53,-581.846
2204.11,-584.907
2200.04,-588.431
2196.35,-592.346
2193.03,-596.576
2190.04,-601.043
2187.31,-605.678
2184.77,-610.422
2182.37,-615.234
2180.06,-620.093
2177.85,-624.997
2175.76,-629.951
2173.78,-634.953
2171.88,-639.985
2169.97,-645.016
2167.98,-650.012
2165.85,-654.953
2163.64,-659.856
2161.48,-664.78
2159.53,-669.796
2157.97,-674.942
2156.86,-680.206
2156.17,-685.539
2155.72,-690.9
2155.33,-696.265
2154.82,-701.619
2154.1,-706.949
2153.18,-712.249
2152.17,-717.533
2151.24,-722.83
2150.51,-728.159
2150.07,-733.52
2149.89,-738.896
2149.87,-744.274
2149.84,-749.653
2149.66,-755.029
2149.32,-760.397
2148.91,-765.761
2148.73,-771.137
2149.14,-776.5
2150.51,-781.701
2153.08,-786.423
2156.84,-790.267
2161.52,-792.92
2166.72,-794.319
2172.08,-794.677
2177.45,-794.369
2182.8,-793.768
2188.14,-793.124
2193.49,-792.528
2198.83,-791.951
2204.18,-791.336
2209.51,-790.666
2214.85,-790.007
2220.21,-789.472
2225.58,-789.165
2230.95,-789.125
2236.33,-789.304
2241.7,-789.592
2247.07,-789.878
2252.45,-790.112
2257.82,-790.33
2263.19,-790.644
2268.54,-791.189
2273.85,-792.06
2279.09,-793.262
2284.27,-794.708
2289.42,-796.259
2294.58,-797.773
2299.78,-799.161
2305.02,-800.401
2310.27,-801.53
2315.54,-802.612
2320.81,-803.707
2326.07,-804.854
2331.3,-806.071
2336.52,-807.368
2341.72,-808.749
2346.9,-810.209
2352.06,-811.73
2357.21,-813.281
2362.36,-814.824
2367.53,-816.324
2372.71,-817.757
2377.92,-819.099
2383.16,-820.326
2388.43,-821.409
2393.73,-822.326
2399.05,-823.07
2404.4,-823.658
2409.76,-824.12
2415.13,-824.486
2420.5,-824.774
2425.87,-824.984
2431.25,-825.111
2436.63,-825.15
2442.01,-825.092
2447.38,-824.913
2452.75,-824.557
2458.09,-823.942
2463.39,-822.994
2468.61,-821.685
2473.74,-820.071
2478.81,-818.277
2483.87,-816.462
2488.97,-814.76
2494.13,-813.225
2499.32,-811.821
2504.52,-810.441
2509.69,-808.969
2514.82,-807.33
2519.88,-805.511
2524.89,-803.548
2529.85,-801.482
2534.78,-799.325
2539.65,-797.049
2544.44,-794.597
2549.11,-791.921
2553.63,-789.008
2558.01,-785.892
2562.3,-782.639
2566.53,-779.325
2570.77,-776.016
2575.05,-772.753
2579.37,-769.552
2583.73,-766.393
2588.08,-763.229
2592.36,-759.976
2596.49,-756.531
2600.35,-752.779
2603.77,-748.628
2606.56,-744.034
2608.54,-739.029
2609.49,-733.736
2609.3,-728.361
2607.93,-723.16
2605.48,-718.373
2602.15,-714.145
2598.22,-710.481
2593.91,-707.253
2589.43,-704.277
2584.89,-701.393
2580.35,-698.51
2575.82,-695.614
2571.28,-692.731
2566.72,-689.877
2562.16,-687.019
2557.68,-684.039
2553.43,-680.75
2549.62,-676.954
2546.55,-672.536
2544.54,-667.548
2543.8,-662.219
2544.39,-656.872
2546.12,-651.781
2548.72,-647.071
2551.89,-642.722
2555.39,-638.637
2559.08,-634.727
2562.9,-630.942
2566.83,-627.268
2570.86,-623.709
2575.01,-620.28
2579.28,-617.01
2583.7,-613.951
2588.31,-611.171
2593.11,-608.738
2598.08,-606.685
2603.18,-604.987
2608.37,-603.571
2613.61,-602.346
2618.87,-601.249
2624.16,-600.268
2629.48,-599.453
2634.83,-598.897
2640.21,-598.727
